"microarray"	"rnaseq"	"flag"
"Os05g0182000"	"Os05g0182000"	1
"Os05g0182100"	"Os05g0182100"	1
"Os05g0182500"	"Os05g0182500"	1
"Os05g0182600"	"Os05g0182600"	1
"Os05g0182700"	"Os05g0182700"	1
"Os05g0182800"	"Os05g0182800"	1
"Os05g0182900"	"Os05g0182900"	1
"Os05g0183100"	"Os05g0183100"	1
"Os05g0183300"	NA	3
"Os05g0184000"	NA	3
"Os05g0185600"	"Os05g0185650"	2
"Os05g0185700"	"Os05g0185700"	1
"Os05g0185800"	"Os05g0185800"	1
"Os05g0185900"	NA	3
"Os05g0186000"	"Os05g0186000"	1
"Os05g0186100"	"Os05g0186100"	1
"Os05g0186300"	"Os05g0186300"	1
"Os05g0186900"	"Os05g0186900"	1
"Os05g0187000"	"Os05g0187000"	1
"Os05g0187100"	"Os05g0187100"	1
"Os05g0187500"	"Os05g0187500"	1
"Os05g0187600"	"Os05g0187600"	1
"Os05g0187800"	NA	3
"Os05g0188100"	"Os05g0188100"	1
"Os05g0188300"	"Os05g0188300"	1
"Os05g0188500"	"Os05g0188500"	1
"Os05g0188600"	"Os05g0188600"	1
"Os05g0188700"	"Os05g0188700"	1
"Os05g0188800"	NA	3
"Os05g0188900"	NA	3
"Os05g0189300"	"Os05g0189300"	1
"Os05g0189600"	"Os06g0108900"	2
"Os05g0189900"	"Os05g0189900"	1
"Os05g0190500"	"Os05g0190500"	1
"Os05g0191500"	"Os05g0191500"	1
"Os05g0191700"	NA	3
"Os05g0192100"	"Os05g0192100"	1
"Os05g0192400"	"Os11g0461132"	2
"Os05g0193100"	NA	3
"Os05g0193600"	"Os05g0193600"	1
"Os05g0193700"	NA	3
"Os05g0193800"	"Os05g0193800"	1
"Os05g0193900"	NA	3
"Os05g0194000"	"Os05g0194000"	1
"Os05g0194500"	"Os05g0194500"	1
"Os05g0194600"	"Os05g0194600"	1
"Os05g0194900"	"Os05g0194900"	1
"Os05g0195000"	"Os05g0195000"	1
"Os05g0195100"	"Os05g0195101"	2
"Os05g0195200"	"Os05g0195200"	1
"Os05g0195400"	"Os05g0195500"	2
"Os05g0195500"	NA	3
"Os05g0195700"	"Os05g0195700"	1
"Os05g0196100"	"Os05g0196100"	1
"Os05g0196200"	"Os05g0196200"	1
"Os05g0196400"	"Os05g0196400"	1
"Os05g0196500"	"Os05g0196500"	1
"Os05g0196700"	"Os05g0196700"	1
"Os05g0196800"	"Os05g0196800"	1
"Os05g0197200"	"Os05g0197200"	1
"Os05g0197300"	"Os05g0197300"	1
"Os05g0197700"	NA	3
"Os05g0197900"	"Os05g0197900"	1
"Os05g0198000"	"Os05g0198000"	1
"Os05g0198100"	"Os05g0198100"	1
"Os05g0198200"	NA	3
"Os05g0198400"	"Os05g0198400"	1
"Os05g0198700"	"Os05g0198700"	1
"Os05g0199100"	"Os05g0199100"	1
"Os05g0199300"	"Os06g0267200"	2
"Os05g0199500"	"Os05g0199500"	1
"Os05g0199700"	"Os05g0199700"	1
"Os05g0199800"	"Os05g0199800"	1
"Os05g0200100"	"Os05g0200100"	1
"Os05g0200400"	"Os05g0200400"	1
"Os05g0200500"	"Os05g0200500"	1
"Os05g0200700"	"Os05g0200700"	1
"Os05g0202300"	"Os05g0202300"	1
"Os05g0202500"	"Os05g0202500"	1
"Os05g0202800"	"Os05g0202800"	1
"Os05g0203000"	NA	3
"Os05g0203400"	NA	3
"Os05g0203500"	"Os05g0203500"	1
"Os05g0203800"	"Os05g0203800"	1
"Os05g0203900"	"Os05g0203900"	1
"Os05g0204600"	"Os05g0204600"	1
"Os05g0204900"	"Os05g0204900"	1
"Os05g0205000"	"Os05g0205000"	1
"Os05g0205100"	"Os05g0205100"	1
"Os05g0206000"	"Os05g0206000"	1
"Os05g0206200"	"Os05g0206200"	1
"Os05g0206600"	"Os05g0206600"	1
"Os05g0207200"	"Os05g0207200"	1
"Os05g0207300"	"Os05g0207300"	1
"Os05g0207400"	"Os05g0207400"	1
"Os05g0207500"	"Os05g0207500"	1
"Os05g0207700"	"Os05g0207700"	1
"Os05g0207900"	"Os05g0207900"	1
"Os05g0208000"	"Os05g0208000"	1
"Os05g0208100"	"Os05g0208100"	1
"Os05g0208500"	"Os05g0208500"	1
"Os05g0208900"	"Os05g0209000"	2
"Os05g0209000"	"Os05g0209000"	1
"Os05g0209100"	"Os05g0209100"	1
"Os05g0209200"	"Os05g0209200"	1
"Os05g0209400"	"Os05g0209400"	1
"Os05g0209500"	"Os05g0209500"	1
"Os05g0209600"	"Os05g0209600"	1
"Os05g0210100"	"Os05g0210100"	1
"Os05g0210400"	NA	3
"Os05g0210500"	"Os05g0210500"	1
"Os05g0210600"	"Os05g0210600"	1
"Os05g0210700"	"Os05g0210700"	1
"Os05g0211100"	"Os05g0211100"	1
"Os05g0211800"	NA	3
"Os05g0212100"	"Os05g0212100"	1
"Os05g0212200"	"Os05g0212200"	1
"Os05g0212300"	"Os05g0212300"	1
"Os05g0212400"	"Os05g0212400"	1
"Os05g0212900"	"Os05g0212900"	1
"Os05g0213500"	"Os05g0213500"	1
"Os05g0213900"	"Os05g0213900"	1
"Os05g0214100"	"Os05g0214100"	1
"Os05g0214300"	"Os05g0214300"	1
"Os05g0214400"	"Os05g0214400"	1
"Os05g0214700"	NA	3
"Os05g0214800"	"Os05g0214800"	1
"Os05g0214900"	"Os05g0214900"	1
"Os05g0215000"	"Os05g0215000"	1
"Os05g0215300"	"Os05g0215300"	1
"Os05g0215500"	"Os05g0215500"	1
"Os05g0215600"	"Os05g0215600"	1
"Os05g0215700"	"Os05g0215700"	1
"Os05g0215800"	"Os05g0215800"	1
"Os05g0217000"	"Os05g0217000"	1
"Os05g0217700"	"Os05g0217700"	1
"Os05g0217800"	"Os05g0217800"	1
"Os05g0217900"	NA	3
"Os05g0218100"	"Os05g0218100"	1
"Os05g0218400"	"Os05g0218400"	1
"Os05g0219300"	"Os05g0219300"	1
"Os05g0219800"	"Os05g0219800"	1
"Os05g0219900"	"Os05g0219900"	1
"Os05g0220100"	"Os05g0220100"	1
"Os05g0220500"	NA	3
"Os05g0220600"	"Os05g0220600"	1
"Os05g0220900"	"Os05g0220900"	1
"Os05g0221200"	"Os05g0221200"	1
"Os05g0221400"	"Os05g0221400"	1
"Os05g0222100"	NA	3
"Os05g0222200"	"Os05g0222200"	1
"Os05g0223000"	"Os05g0223000"	1
"Os05g0223200"	"Os05g0223200"	1
"Os05g0223300"	"Os05g0223300"	1
"Os05g0224300"	NA	3
"Os05g0224700"	NA	3
"Os05g0224800"	"Os05g0224800"	1
"Os05g0224900"	"Os05g0224900"	1
"Os05g0225100"	NA	3
"Os05g0225500"	"Os05g0225500"	1
"Os05g0225800"	"Os05g0225800"	1
"Os05g0226000"	"Os05g0225800"	2
"Os05g0226100"	"Os04g0459200"	2
"Os05g0226300"	"Os05g0226300"	1
"Os05g0226800"	NA	3
"Os05g0226900"	"Os05g0226900"	1
"Os05g0227100"	"Os05g0227100"	1
"Os05g0227600"	"Os05g0227600"	1
"Os05g0227700"	"Os05g0227700"	1
"Os05g0227800"	"Os05g0227800"	1
"Os05g0228000"	"Os05g0228000"	1
"Os05g0228400"	"Os05g0228400"	1
"Os05g0228900"	"Os05g0228900"	1
"Os05g0229000"	"Os05g0229475"	2
"Os05g0229300"	NA	3
"Os05g0230600"	"Os05g0230600"	1
"Os05g0230700"	"Os05g0230700"	1
"Os05g0230900"	"Os05g0230900"	1
"Os05g0231600"	"Os05g0231600"	1
"Os05g0231700"	"Os05g0231700"	1
"Os05g0231900"	"Os05g0231900"	1
"Os05g0232200"	"Os05g0232200"	1
"Os05g0232500"	"Os05g0232500"	1
"Os05g0232700"	"Os05g0232700"	1
"Os05g0232800"	"Os10g0549900"	2
"Os05g0232900"	NA	3
"Os05g0233000"	"Os05g0233000"	1
"Os05g0233400"	"Os11g0550300"	2
"Os05g0233900"	NA	3
"Os05g0234100"	"Os11g0461132"	2
"Os05g0234700"	NA	3
"Os05g0235300"	"Os05g0235300"	1
"Os05g0235500"	"Os02g0179250"	2
"Os05g0235800"	"Os05g0235800"	1
"Os05g0237100"	"Os05g0237100"	1
"Os05g0237300"	"Os05g0237200"	2
"Os05g0237400"	"Os05g0237400"	1
"Os05g0237700"	"Os07g0152301"	2
"Os05g0238200"	"Os05g0238200"	1
"Os05g0238400"	"Os05g0238400"	1
"Os05g0239100"	"Os05g0239100"	1
"Os05g0239200"	"Os05g0239151"	2
"Os05g0239500"	NA	3
"Os05g0239900"	"Os05g0239900"	1
"Os05g0240200"	"Os05g0240200"	1
"Os05g0240400"	"Os07g0137500"	2
"Os05g0241000"	"Os05g0241000"	1
"Os05g0241100"	"Os05g0241100"	1
"Os05g0241200"	"Os05g0241200"	1
"Os05g0241300"	"Os05g0241300"	1
"Os05g0241400"	"Os05g0241400"	1
"Os05g0241900"	NA	3
"Os05g0242000"	"Os05g0242000"	1
"Os05g0242100"	NA	3
"Os05g0242400"	"Os05g0242400"	1
"Os05g0242600"	"Os05g0242600"	1
"Os05g0243000"	"Os05g0243100"	2
"Os05g0243200"	"Os05g0243200"	1
"Os05g0243300"	"Os05g0243300"	1
"Os05g0244400"	NA	3
"Os05g0244500"	"Os05g0244500"	1
"Os05g0244600"	"Os05g0244600"	1
"Os05g0244700"	"Os05g0244700"	1
"Os05g0245300"	NA	3
"Os05g0245700"	"Os05g0245700"	1
"Os05g0246300"	"Os05g0246300"	1
"Os05g0246600"	NA	3
"Os05g0247100"	"Os05g0247100"	1
"Os05g0247500"	NA	3
"Os05g0247600"	NA	3
"Os05g0247800"	"Os05g0247800"	1
"Os05g0247900"	"Os05g0247900"	1
"Os05g0248200"	"Os05g0248200"	1
"Os05g0248300"	NA	3
"Os05g0249100"	"Os05g0249100"	1
"Os05g0249300"	"Os12g0255850"	2
"Os05g0249500"	"Os05g0249500"	1
"Os05g0249900"	NA	3
"Os05g0250500"	NA	3
"Os05g0250700"	"Os05g0250700"	1
"Os05g0251400"	"Os05g0251400"	1
"Os05g0251500"	"Os05g0251500"	1
"Os05g0251900"	"Os05g0251900"	1
"Os05g0252000"	"Os05g0252000"	1
"Os05g0252100"	"Os05g0252100"	1
"Os05g0252800"	NA	3
"Os05g0253200"	"Os05g0253200"	1
"Os05g0255600"	"Os05g0255600"	1
"Os05g0255800"	"Os05g0255800"	1
"Os05g0256000"	"Os05g0256000"	1
"Os05g0256100"	"Os05g0256100"	1
"Os05g0256500"	NA	3
"Os05g0257100"	"Os05g0257100"	1
"Os05g0258400"	"Os05g0258400"	1
"Os05g0260900"	NA	3
"Os05g0261700"	"Os05g0261700"	1
"Os05g0262000"	"Os06g0267200"	2
"Os05g0263200"	NA	3
"Os05g0263300"	NA	3
"Os05g0263500"	"Os05g0263500"	1
"Os05g0264200"	"Os10g0127700"	2
"Os05g0266800"	"Os11g0278900"	2
"Os05g0266900"	"Os05g0266900"	1
"Os05g0267000"	NA	3
"Os05g0267100"	"Os05g0267100"	1
"Os05g0267800"	"Os05g0267800"	1
"Os05g0267900"	"Os05g0267900"	1
"Os05g0268300"	NA	3
"Os05g0268400"	"Os05g0268400"	1
"Os05g0268500"	"Os05g0268500"	1
"Os05g0268700"	"Os05g0268500"	2
"Os05g0269000"	"Os05g0269000"	1
"Os05g0269100"	"Os05g0269100"	1
"Os05g0269500"	"Os05g0269500"	1
"Os05g0269800"	NA	3
"Os05g0270000"	"Os05g0270000"	1
"Os05g0270200"	"Os05g0270200"	1
"Os05g0270400"	"Os05g0270400"	1
"Os05g0270500"	"Os05g0270500"	1
"Os05g0270800"	"Os05g0270800"	1
"Os05g0271300"	"Os05g0271300"	1
"Os05g0271400"	NA	3
"Os05g0271900"	"Os05g0271900"	1
"Os05g0272200"	NA	3
"Os05g0272300"	"Os05g0272400"	2
"Os05g0272800"	"Os05g0272800"	1
"Os05g0272900"	"Os05g0272900"	1
"Os05g0273000"	NA	3
"Os05g0273500"	"Os05g0273500"	1
"Os05g0273800"	"Os05g0273800"	1
"Os05g0274200"	"Os05g0274200"	1
"Os05g0274300"	"Os05g0274300"	1
"Os05g0274900"	NA	3
"Os05g0275000"	"Os05g0275000"	1
"Os05g0275600"	"Os05g0275600"	1
"Os05g0275700"	"Os05g0275700"	1
"Os05g0276100"	"Os05g0276100"	1
"Os05g0276500"	"Os05g0276500"	1
"Os05g0277000"	"Os05g0277100"	2
"Os05g0277200"	"Os05g0277200"	1
"Os05g0277300"	"Os05g0277300"	1
"Os05g0277500"	"Os05g0277500"	1
"Os05g0278500"	"Os05g0278500"	1
"Os05g0279300"	"Os05g0279300"	1
"Os05g0279400"	"Os05g0279400"	1
"Os05g0279600"	"Os05g0279600"	1
"Os05g0279700"	"Os06g0267200"	2
"Os05g0279900"	"Os05g0279850"	2
"Os05g0280200"	"Os05g0280350"	2
"Os05g0280500"	"Os05g0280500"	1
"Os05g0280700"	"Os05g0280700"	1
"Os05g0281400"	"Os05g0281400"	1
"Os05g0283000"	"Os06g0295366"	2
"Os05g0283100"	"Os03g0221150"	2
"Os05g0283200"	"Os05g0283200"	1
"Os05g0283600"	"Os11g0427401"	2
"Os05g0285900"	"Os05g0285900"	1
"Os05g0286100"	"Os05g0286100"	1
"Os05g0287800"	"Os05g0287800"	1
"Os05g0288100"	"Os03g0221150"	2
"Os05g0289100"	"Os05g0289100"	1
"Os05g0289400"	"Os05g0289400"	1
"Os05g0290100"	NA	3
"Os05g0290300"	"Os05g0290400"	2
"Os05g0290500"	"Os03g0221150"	2
"Os05g0290700"	"Os03g0221150"	2
"Os05g0291600"	"Os05g0291600"	1
"Os05g0291700"	"Os05g0291700"	1
"Os05g0291900"	"Os07g0137500"	2
"Os05g0292200"	"Os05g0292200"	1
"Os05g0292500"	NA	3
"Os05g0292600"	NA	3
"Os05g0292700"	NA	3
"Os05g0292800"	"Os05g0292800"	1
"Os05g0293200"	NA	3
"Os05g0293500"	"Os05g0293500"	1
"Os05g0293600"	NA	3
"Os05g0294600"	"Os05g0294600"	1
"Os05g0294800"	"Os05g0294800"	1
"Os05g0294900"	"Os01g0509700"	2
"Os05g0295100"	"Os05g0295100"	1
"Os05g0295200"	"Os05g0295200"	1
"Os05g0295300"	"Os05g0295300"	1
"Os05g0295700"	"Os05g0295700"	1
"Os05g0295800"	"Os05g0295800"	1
"Os05g0295900"	"Os05g0295900"	1
"Os05g0296200"	"Os05g0296200"	1
"Os05g0296600"	"Os05g0296600"	1
"Os05g0296700"	"Os05g0296750"	2
"Os05g0296800"	"Os05g0296800"	1
"Os05g0296900"	"Os05g0296900"	1
"Os05g0297000"	NA	3
"Os05g0297200"	"Os08g0165300"	2
"Os05g0297300"	"Os05g0297300"	1
"Os05g0297700"	"Os05g0297800"	2
"Os05g0297800"	"Os05g0297850"	2
"Os05g0297900"	"Os05g0297900"	1
"Os05g0298200"	"Os05g0298200"	1
"Os05g0298300"	"Os05g0298300"	1
"Os05g0298700"	"Os05g0298700"	1
"Os05g0298900"	"Os05g0298900"	1
"Os05g0299000"	NA	3
"Os05g0299100"	"Os05g0299200"	2
"Os05g0299200"	"Os05g0299200"	1
"Os05g0299300"	"Os05g0299300"	1
"Os05g0299500"	"Os05g0299500"	1
"Os05g0299600"	"Os05g0299600"	1
"Os05g0299700"	"Os05g0299700"	1
"Os05g0300200"	"Os12g0186600"	2
"Os05g0300700"	"Os05g0300700"	1
"Os05g0301400"	"Os03g0221150"	2
"Os05g0301500"	"Os05g0301500"	1
"Os05g0301600"	"Os05g0301600"	1
"Os05g0301700"	"Os05g0301700"	1
"Os05g0302100"	NA	3
"Os05g0302300"	"Os05g0302300"	1
"Os05g0302600"	"Os05g0302600"	1
"Os05g0302700"	"Os05g0302700"	1
"Os05g0303000"	"Os05g0303000"	1
"Os05g0303300"	"Os11g0497875"	2
"Os05g0303900"	"Os01g0509700"	2
"Os05g0304100"	"Os05g0304100"	1
"Os05g0304200"	"Os05g0304200"	1
"Os05g0304400"	"Os05g0304400"	1
"Os05g0304600"	"Os05g0304600"	1
"Os05g0304800"	"Os05g0304800"	1
"Os05g0304900"	"Os05g0304900"	1
"Os05g0305000"	"Os05g0305000"	1
"Os05g0305100"	"Os05g0305100"	1
"Os05g0305200"	"Os05g0305200"	1
"Os05g0305300"	"Os04g0218100"	2
"Os05g0305600"	"Os05g0305600"	1
"Os05g0305700"	"Os05g0305700"	1
"Os05g0305900"	"Os05g0305900"	1
"Os05g0306000"	"Os05g0306000"	1
"Os05g0307000"	NA	3
"Os05g0307100"	"Os05g0307100"	1
"Os05g0307200"	NA	3
"Os05g0307400"	"Os05g0307400"	1
"Os05g0310500"	"Os05g0310500"	1
"Os05g0310600"	"Os05g0310600"	1
"Os05g0310800"	"Os05g0310800"	1
"Os05g0311000"	"Os05g0311000"	1
"Os05g0311500"	"Os05g0311500"	1
"Os05g0311600"	"Os05g0311600"	1
"Os05g0311900"	NA	3
"Os05g0312000"	"Os05g0312000"	1
"Os05g0312500"	"Os05g0312500"	1
"Os05g0312600"	NA	3
"Os05g0313500"	"Os05g0313500"	1
"Os05g0313600"	"Os05g0307200"	2
"Os05g0313700"	"Os05g0313700"	1
"Os05g0313900"	"Os05g0313900"	1
"Os05g0314100"	"Os05g0314100"	1
"Os05g0314700"	"Os05g0314700"	1
"Os05g0315100"	NA	3
"Os05g0315200"	"Os05g0315200"	1
"Os05g0316000"	"Os05g0316000"	1
"Os05g0316100"	"Os05g0316100"	1
"Os05g0316200"	"Os05g0316200"	1
"Os05g0316400"	"Os05g0316300"	2
"Os05g0316800"	"Os05g0316800"	1
"Os05g0317200"	"Os05g0317200"	1
"Os05g0317300"	"Os05g0317300"	1
"Os05g0317400"	"Os05g0317400"	1
"Os05g0317700"	"Os05g0317700"	1
"Os05g0317900"	"Os05g0317900"	1
"Os05g0318100"	NA	3
"Os05g0318300"	"Os05g0318300"	1
"Os05g0318600"	"Os05g0318600"	1
"Os05g0318700"	"Os05g0318700"	1
"Os05g0319700"	"Os05g0319700"	1
"Os05g0319800"	"Os05g0319800"	1
"Os05g0319900"	"Os05g0319900"	1
"Os05g0320100"	"Os05g0320100"	1
"Os05g0320300"	"Os05g0320300"	1
"Os05g0320500"	NA	3
"Os05g0320700"	"Os05g0320700"	1
"Os05g0320800"	"Os05g0320800"	1
"Os05g0321600"	"Os05g0321600"	1
"Os05g0321900"	"Os05g0321900"	1
"Os05g0322900"	"Os05g0322900"	1
"Os05g0323100"	"Os05g0323100"	1
"Os05g0323200"	NA	3
"Os05g0323400"	"Os05g0323400"	1
"Os05g0323800"	"Os05g0323800"	1
"Os05g0323900"	"Os05g0323900"	1
"Os05g0324000"	"Os05g0324000"	1
"Os05g0324100"	"Os05g0324100"	1
"Os05g0324200"	"Os05g0324200"	1
"Os05g0324300"	"Os05g0324400"	2
"Os05g0324400"	"Os05g0324400"	1
"Os05g0324600"	"Os05g0324600"	1
"Os05g0324700"	"Os05g0324700"	1
"Os05g0325200"	"Os05g0325200"	1
"Os05g0325400"	"Os05g0325400"	1
"Os05g0326100"	NA	3
"Os05g0326300"	NA	3
"Os05g0326400"	"Os05g0326400"	1
"Os05g0326600"	"Os05g0326600"	1
"Os05g0326700"	"Os05g0326700"	1
"Os05g0327000"	"Os05g0327000"	1
"Os05g0327100"	NA	3
"Os05g0328000"	NA	3
"Os05g0328800"	"Os05g0328800"	1
"Os05g0328900"	"Os05g0328901"	2
"Os05g0329000"	"Os05g0328901"	2
"Os05g0329100"	"Os05g0329300"	2
"Os05g0329200"	"Os05g0329700"	2
"Os05g0329300"	"Os05g0329700"	2
"Os05g0329400"	NA	3
"Os05g0329700"	"Os05g0329700"	1
"Os05g0330100"	"Os05g0329700"	2
"Os05g0330600"	"Os05g0330600"	1
"Os05g0330700"	"Os05g0330700"	1
"Os05g0330900"	"Os01g0553901"	2
"Os05g0331200"	"Os05g0331200"	1
"Os05g0331800"	"Os05g0331900"	2
"Os05g0332000"	"Os05g0332000"	1
"Os05g0332300"	"Os05g0332300"	1
"Os05g0332600"	"Os05g0332600"	1
"Os05g0333000"	"Os05g0333000"	1
"Os05g0333200"	"Os05g0333200"	1
"Os05g0333500"	"Os05g0334000"	2
"Os05g0333600"	"Os05g0333600"	1
"Os05g0334000"	"Os05g0334000"	1
"Os05g0334400"	"Os05g0334000"	2
"Os05g0334800"	"Os05g0335100"	2
"Os05g0335100"	"Os05g0335401"	2
"Os05g0335500"	"Os05g0335500"	1
"Os05g0335800"	"Os05g0335800"	1
"Os05g0336200"	NA	3
"Os05g0336600"	NA	3
"Os05g0337000"	NA	3
"Os05g0337100"	NA	3
"Os05g0337200"	"Os05g0337200"	1
"Os05g0337400"	"Os05g0337400"	1
"Os05g0337500"	"Os05g0337500"	1
"Os05g0338900"	"Os05g0338900"	1
"Os05g0339000"	"Os05g0339000"	1
"Os05g0339200"	"Os05g0339200"	1
"Os05g0339300"	"Os05g0339300"	1
"Os05g0339800"	"Os06g0267200"	2
"Os05g0340600"	"Os11g0228201"	2
"Os05g0340700"	"Os02g0480200"	2
"Os05g0341100"	"Os02g0145200"	2
"Os05g0341200"	"Os06g0658350"	2
"Os05g0341300"	"Os05g0341300"	1
"Os05g0341600"	"Os05g0341600"	1
"Os05g0342000"	NA	3
"Os05g0342100"	"Os05g0342100"	1
"Os05g0342600"	NA	3
"Os05g0342900"	"Os05g0342900"	1
"Os05g0343200"	"Os12g0275500"	2
"Os05g0343400"	"Os05g0343400"	1
"Os05g0343800"	"Os05g0343800"	1
"Os05g0344200"	"Os05g0344200"	1
"Os05g0344400"	"Os05g0344400"	1
"Os05g0345100"	"Os05g0345175"	2
"Os05g0345400"	"Os05g0345400"	1
"Os05g0345500"	"Os05g0345500"	1
"Os05g0345700"	"Os05g0345700"	1
"Os05g0346100"	"Os05g0346100"	1
"Os05g0346200"	"Os05g0346200"	1
"Os05g0346300"	"Os05g0346300"	1
"Os05g0346400"	"Os05g0346400"	1
"Os05g0346500"	"Os05g0346500"	1
"Os05g0346800"	"Os05g0346800"	1
"Os05g0347000"	"Os05g0347000"	1
"Os05g0347400"	"Os05g0347400"	1
"Os05g0348000"	"Os03g0619700"	2
"Os05g0348100"	"Os05g0348100"	1
"Os05g0348400"	NA	3
"Os05g0348700"	"Os05g0348700"	1
"Os05g0349000"	"Os05g0349000"	1
"Os05g0349200"	"Os05g0349200"	1
"Os05g0349400"	"Os05g0349400"	1
"Os05g0349500"	"Os05g0349500"	1
"Os05g0349700"	"Os05g0349700"	1
"Os05g0349800"	"Os05g0349800"	1
"Os05g0350500"	"Os05g0350500"	1
"Os05g0350600"	"Os05g0350600"	1
"Os05g0350700"	"Os05g0350700"	1
"Os05g0350900"	"Os05g0350900"	1
"Os05g0351200"	"Os05g0351200"	1
"Os05g0351500"	"Os05g0351500"	1
"Os05g0352700"	"Os05g0352750"	2
"Os05g0352800"	"Os05g0352800"	1
"Os05g0353300"	NA	3
"Os05g0353400"	"Os05g0353400"	1
"Os05g0353500"	"Os05g0353500"	1
"Os05g0353600"	"Os05g0353600"	1
"Os05g0354300"	"Os05g0354300"	1
"Os05g0354400"	"Os05g0354400"	1
"Os05g0355100"	"Os05g0355133"	2
"Os05g0355200"	NA	3
"Os05g0355300"	"Os05g0355300"	1
"Os05g0355400"	"Os05g0355400"	1
"Os05g0355500"	"Os05g0355500"	1
"Os05g0355900"	"Os05g0355900"	1
"Os05g0356700"	"Os05g0356700"	1
"Os05g0356800"	"Os05g0356800"	1
"Os05g0357100"	"Os05g0357100"	1
"Os05g0357200"	"Os05g0357200"	1
"Os05g0357600"	"Os05g0357600"	1
"Os05g0357700"	"Os05g0357700"	1
"Os05g0357800"	"Os05g0357800"	1
"Os05g0358000"	"Os05g0358000"	1
"Os05g0358200"	"Os05g0358200"	1
"Os05g0358400"	"Os05g0358400"	1
"Os05g0358500"	"Os05g0358400"	2
"Os05g0358700"	"Os05g0358700"	1
"Os05g0359500"	"Os05g0359500"	1
"Os05g0359700"	"Os05g0359700"	1
"Os05g0360400"	"Os05g0360400"	1
"Os05g0360800"	NA	3
"Os05g0360900"	NA	3
"Os05g0361000"	NA	3
"Os05g0361200"	"Os05g0361200"	1
"Os05g0361500"	"Os05g0361500"	1
"Os05g0361700"	"Os05g0361700"	1
"Os05g0361800"	NA	3
"Os05g0361900"	"Os05g0361900"	1
"Os05g0362100"	"Os05g0362100"	1
"Os05g0362300"	"Os05g0362300"	1
"Os05g0362500"	"Os05g0362500"	1
"Os05g0362600"	NA	3
"Os05g0363100"	"Os05g0363100"	1
"Os05g0363200"	"Os05g0363200"	1
"Os05g0363400"	"Os05g0363500"	2
"Os05g0363500"	"Os05g0363500"	1
"Os05g0363600"	"Os05g0363600"	1
"Os05g0364300"	"Os05g0364300"	1
"Os05g0364500"	"Os05g0364500"	1
"Os05g0364600"	"Os05g0364600"	1
"Os05g0364900"	"Os09g0363200"	2
"Os05g0365000"	NA	3
"Os05g0365200"	"Os05g0365200"	1
"Os05g0365300"	"Os05g0365300"	1
"Os05g0365500"	"Os05g0365500"	1
"Os05g0365600"	"Os05g0365600"	1
"Os05g0365700"	"Os05g0365700"	1
"Os05g0366000"	"Os05g0366000"	1
"Os05g0366300"	"Os05g0366300"	1
"Os05g0366600"	"Os05g0366600"	1
"Os05g0366800"	"Os05g0366800"	1
"Os05g0366900"	"Os05g0366900"	1
"Os05g0367000"	"Os05g0367000"	1
"Os05g0367100"	"Os05g0367100"	1
"Os05g0367200"	"Os05g0367200"	1
"Os05g0367400"	"Os05g0367400"	1
"Os05g0367500"	"Os05g0367400"	2
"Os05g0367800"	"Os05g0367800"	1
"Os05g0367900"	"Os05g0367900"	1
"Os05g0368000"	"Os05g0368000"	1
"Os05g0368300"	"Os05g0368300"	1
"Os05g0368600"	"Os05g0368600"	1
"Os05g0368700"	"Os05g0368700"	1
"Os05g0369100"	"Os05g0369300"	2
"Os05g0369300"	"Os05g0369300"	1
"Os05g0369500"	"Os05g0369500"	1
"Os05g0369700"	"Os05g0369700"	1
"Os05g0369900"	"Os05g0369900"	1
"Os05g0370000"	"Os05g0370000"	1
"Os05g0370200"	"Os03g0581200"	2
"Os05g0370300"	"Os05g0370300"	1
"Os05g0370600"	"Os05g0370600"	1
"Os05g0370700"	"Os05g0370700"	1
"Os05g0370900"	"Os05g0370900"	1
"Os05g0371100"	NA	3
"Os05g0371200"	"Os05g0371200"	1
"Os05g0371500"	"Os05g0371500"	1
"Os05g0371600"	"Os05g0371600"	1
"Os05g0371800"	"Os01g0553901"	2
"Os05g0372000"	"Os05g0372000"	1
"Os05g0372100"	"Os05g0372100"	1
"Os05g0372200"	NA	3
"Os05g0372300"	"Os05g0372300"	1
"Os05g0372400"	"Os05g0372400"	1
"Os05g0372800"	"Os05g0372800"	1
"Os05g0372900"	"Os05g0372900"	1
"Os05g0373000"	"Os05g0373000"	1
"Os05g0373300"	"Os05g0373300"	1
"Os05g0373400"	"Os05g0373400"	1
"Os05g0373500"	NA	3
"Os05g0373700"	"Os05g0373700"	1
"Os05g0373900"	"Os05g0373900"	1
"Os05g0374000"	"Os05g0374000"	1
"Os05g0374200"	"Os05g0374200"	1
"Os05g0374500"	"Os05g0374500"	1
"Os05g0374600"	"Os05g0374600"	1
"Os05g0374700"	NA	3
"Os05g0375100"	"Os05g0375100"	1
"Os05g0375400"	"Os05g0375400"	1
"Os05g0375600"	"Os05g0375532"	2
"Os05g0376000"	NA	3
"Os05g0376100"	NA	3
"Os05g0376200"	NA	3
"Os05g0376300"	"Os05g0376300"	1
"Os05g0376400"	"Os04g0499100"	2
"Os05g0376600"	"Os05g0376600"	1
"Os05g0376700"	NA	3
"Os05g0376800"	"Os05g0376800"	1
"Os05g0376900"	NA	3
"Os05g0377000"	NA	3
"Os05g0378700"	NA	3
"Os05g0378800"	"Os05g0378800"	1
