"microarray"	"rnaseq"	"flag"
"Os05g0378900"	"Os05g0378900"	1
"Os05g0379300"	"Os05g0379300"	1
"Os05g0379400"	"Os05g0379300"	2
"Os05g0379500"	"Os05g0379500"	1
"Os05g0380200"	"Os05g0380200"	1
"Os05g0380300"	"Os05g0380300"	1
"Os05g0380400"	"Os05g0380400"	1
"Os05g0380500"	NA	3
"Os05g0380700"	"Os05g0380700"	1
"Os05g0380800"	"Os05g0380800"	1
"Os05g0380900"	"Os05g0380900"	1
"Os05g0381000"	"Os05g0380900"	2
"Os05g0381400"	"Os05g0381400"	1
"Os05g0381500"	"Os05g0381500"	1
"Os05g0381600"	"Os05g0381600"	1
"Os05g0381700"	"Os05g0381700"	1
"Os05g0381900"	"Os05g0381900"	1
"Os05g0382000"	"Os05g0382000"	1
"Os05g0382200"	"Os05g0382200"	1
"Os05g0382400"	"Os05g0382400"	1
"Os05g0382500"	"Os05g0382500"	1
"Os05g0382600"	"Os05g0382600"	1
"Os05g0382900"	"Os05g0382900"	1
"Os05g0383000"	"Os05g0383000"	1
"Os05g0383100"	"Os05g0383100"	1
"Os05g0383200"	"Os05g0383200"	1
"Os05g0384300"	"Os05g0384300"	1
"Os05g0384400"	NA	3
"Os05g0384600"	"Os05g0384600"	1
"Os05g0384700"	"Os05g0384701"	2
"Os05g0384800"	"Os05g0384800"	1
"Os05g0385400"	"Os05g0385400"	1
"Os05g0386000"	"Os05g0386000"	1
"Os05g0386700"	"Os05g0386700"	1
"Os05g0386800"	"Os05g0386800"	1
"Os05g0386900"	"Os05g0386900"	1
"Os05g0387200"	"Os05g0387200"	1
"Os05g0387300"	"Os05g0387300"	1
"Os05g0387600"	"Os05g0387700"	2
"Os05g0387700"	"Os05g0387700"	1
"Os05g0387800"	"Os05g0387750"	2
"Os05g0387900"	"Os05g0387900"	1
"Os05g0388400"	"Os05g0388400"	1
"Os05g0388500"	"Os05g0388500"	1
"Os05g0388600"	"Os05g0388600"	1
"Os05g0389000"	"Os05g0389000"	1
"Os05g0389300"	"Os05g0389300"	1
"Os05g0389400"	"Os05g0389400"	1
"Os05g0389500"	"Os05g0389500"	1
"Os05g0389600"	"Os05g0389600"	1
"Os05g0389700"	"Os05g0389700"	1
"Os05g0389800"	"Os05g0389800"	1
"Os05g0389900"	NA	3
"Os05g0390000"	"Os05g0390000"	1
"Os05g0390100"	"Os05g0390100"	1
"Os05g0390500"	"Os05g0390500"	1
"Os05g0390600"	"Os05g0390550"	2
"Os05g0390800"	NA	3
"Os05g0391000"	"Os05g0390932"	2
"Os05g0391200"	"Os05g0391200"	1
"Os05g0391500"	"Os05g0391500"	1
"Os05g0391600"	"Os05g0391600"	1
"Os05g0391900"	NA	3
"Os05g0392000"	"Os05g0392000"	1
"Os05g0392100"	"Os05g0392100"	1
"Os05g0392200"	"Os05g0392200"	1
"Os05g0392300"	"Os05g0392300"	1
"Os05g0392400"	"Os05g0392400"	1
"Os05g0392700"	"Os05g0392700"	1
"Os05g0392900"	"Os05g0392900"	1
"Os05g0393100"	"Os05g0393100"	1
"Os05g0393200"	"Os05g0393200"	1
"Os05g0393400"	"Os05g0393400"	1
"Os05g0393700"	NA	3
"Os05g0393800"	"Os05g0393800"	1
"Os05g0394000"	NA	3
"Os05g0394100"	NA	3
"Os05g0394200"	NA	3
"Os05g0394900"	"Os05g0394900"	1
"Os05g0395000"	"Os05g0395000"	1
"Os05g0395300"	"Os05g0395300"	1
"Os05g0395400"	"Os05g0395400"	1
"Os05g0395600"	"Os05g0395600"	1
"Os05g0396700"	"Os05g0396700"	1
"Os05g0396900"	"Os05g0396900"	1
"Os05g0397000"	"Os05g0396900"	2
"Os05g0397300"	"Os05g0397300"	1
"Os05g0397600"	"Os05g0397600"	1
"Os05g0397700"	"Os05g0397700"	1
"Os05g0397800"	"Os05g0397800"	1
"Os05g0397900"	"Os05g0397900"	1
"Os05g0398000"	"Os05g0398000"	1
"Os05g0398100"	"Os05g0398100"	1
"Os05g0398800"	"Os05g0398800"	1
"Os05g0399100"	"Os05g0399100"	1
"Os05g0399200"	"Os05g0399200"	1
"Os05g0399300"	"Os05g0399300"	1
"Os05g0399400"	"Os05g0399400"	1
"Os05g0399700"	"Os05g0399700"	1
"Os05g0399800"	"Os05g0399800"	1
"Os05g0400100"	"Os05g0400100"	1
"Os05g0400400"	"Os05g0400400"	1
"Os05g0400500"	"Os05g0400500"	1
"Os05g0400600"	"Os05g0400600"	1
"Os05g0400700"	"Os05g0400700"	1
"Os05g0400800"	"Os05g0400800"	1
"Os05g0401000"	"Os05g0401000"	1
"Os05g0401100"	"Os05g0401100"	1
"Os05g0401200"	"Os05g0401200"	1
"Os05g0401300"	"Os05g0401300"	1
"Os05g0401400"	"Os05g0401500"	2
"Os05g0401500"	"Os05g0401500"	1
"Os05g0401700"	NA	3
"Os05g0402200"	"Os05g0402300"	2
"Os05g0402300"	"Os05g0402300"	1
"Os05g0402600"	"Os09g0363200"	2
"Os05g0402700"	"Os05g0402700"	1
"Os05g0402800"	"Os05g0402800"	1
"Os05g0402900"	"Os05g0402900"	1
"Os05g0403000"	"Os05g0403000"	1
"Os05g0403300"	"Os05g0403300"	1
"Os05g0403400"	"Os05g0403400"	1
"Os05g0403600"	"Os05g0403600"	1
"Os05g0404000"	"Os05g0404000"	1
"Os05g0404200"	"Os05g0404200"	1
"Os05g0404300"	"Os05g0404300"	1
"Os05g0404400"	"Os05g0404400"	1
"Os05g0404500"	"Os05g0404500"	1
"Os05g0404600"	"Os05g0404600"	1
"Os05g0404700"	"Os05g0404700"	1
"Os05g0405000"	"Os05g0405000"	1
"Os05g0405400"	"Os05g0405400"	1
"Os05g0405500"	"Os05g0405500"	1
"Os05g0405600"	NA	3
"Os05g0405900"	"Os05g0405900"	1
"Os05g0406000"	"Os05g0406000"	1
"Os05g0406100"	"Os05g0406100"	1
"Os05g0406200"	NA	3
"Os05g0406400"	"Os05g0406150"	2
"Os05g0406600"	"Os05g0406550"	2
"Os05g0406700"	"Os05g0406700"	1
"Os05g0406800"	"Os05g0406800"	1
"Os05g0406900"	NA	3
"Os05g0407100"	"Os05g0407100"	1
"Os05g0407200"	"Os05g0407200"	1
"Os05g0407400"	"Os01g0553901"	2
"Os05g0407500"	"Os05g0407500"	1
"Os05g0407900"	"Os05g0407900"	1
"Os05g0408200"	"Os05g0408200"	1
"Os05g0408300"	"Os05g0408300"	1
"Os05g0408900"	"Os05g0408900"	1
"Os05g0409000"	"Os05g0409000"	1
"Os05g0409100"	"Os05g0409100"	1
"Os05g0409300"	"Os05g0409300"	1
"Os05g0409400"	"Os05g0409400"	1
"Os05g0409500"	NA	3
"Os05g0409800"	"Os05g0409800"	1
"Os05g0410100"	"Os05g0410100"	1
"Os05g0410200"	"Os05g0410200"	1
"Os05g0410500"	"Os05g0410500"	1
"Os05g0410800"	"Os05g0410800"	1
"Os05g0410900"	"Os05g0410900"	1
"Os05g0411200"	"Os05g0411200"	1
"Os05g0411300"	"Os05g0411300"	1
"Os05g0411600"	"Os05g0411600"	1
"Os05g0412000"	"Os05g0412000"	1
"Os05g0412300"	"Os05g0412300"	1
"Os05g0412400"	"Os05g0412400"	1
"Os05g0412500"	"Os05g0412500"	1
"Os05g0412800"	"Os05g0412800"	1
"Os05g0412900"	"Os05g0412900"	1
"Os05g0413000"	"Os05g0413000"	1
"Os05g0413200"	"Os05g0413200"	1
"Os05g0413400"	"Os05g0413400"	1
"Os05g0414100"	"Os05g0414100"	1
"Os05g0414200"	"Os05g0414200"	1
"Os05g0414300"	"Os05g0414300"	1
"Os05g0414400"	"Os05g0414400"	1
"Os05g0414600"	"Os05g0414600"	1
"Os05g0414700"	"Os05g0414700"	1
"Os05g0414800"	"Os05g0414800"	1
"Os05g0415200"	"Os05g0415200"	1
"Os05g0415400"	"Os05g0415400"	1
"Os05g0415600"	"Os05g0415600"	1
"Os05g0415700"	"Os05g0415700"	1
"Os05g0416400"	"Os05g0416400"	1
"Os05g0417000"	"Os05g0417000"	1
"Os05g0417100"	"Os05g0417100"	1
"Os05g0417200"	"Os05g0417200"	1
"Os05g0417300"	"Os05g0417300"	1
"Os05g0417400"	NA	3
"Os05g0417500"	"Os05g0417600"	2
"Os05g0417600"	NA	3
"Os05g0417700"	"Os05g0417700"	1
"Os05g0418000"	"Os05g0418000"	1
"Os05g0418100"	"Os05g0418100"	1
"Os05g0418800"	"Os05g0418800"	1
"Os05g0419000"	"Os05g0419000"	1
"Os05g0419100"	"Os05g0419100"	1
"Os05g0419200"	"Os05g0419200"	1
"Os05g0419500"	"Os05g0419500"	1
"Os05g0419600"	"Os05g0419600"	1
"Os05g0419800"	"Os05g0419800"	1
"Os05g0420000"	"Os05g0420000"	1
"Os05g0420200"	"Os05g0420200"	1
"Os05g0420500"	"Os05g0420500"	1
"Os05g0420600"	"Os05g0420600"	1
"Os05g0420800"	NA	3
"Os05g0420900"	"Os05g0420900"	1
"Os05g0421000"	"Os05g0421000"	1
"Os05g0421100"	"Os05g0421100"	1
"Os05g0421300"	"Os05g0421300"	1
"Os05g0421600"	"Os05g0421600"	1
"Os05g0421900"	"Os05g0421900"	1
"Os05g0422200"	"Os07g0120051"	2
"Os05g0422300"	"Os05g0422300"	1
"Os05g0422400"	"Os05g0422400"	1
"Os05g0422600"	"Os05g0422600"	1
"Os05g0422900"	"Os05g0422900"	1
"Os05g0423200"	"Os05g0423200"	1
"Os05g0423400"	"Os05g0423400"	1
"Os05g0423500"	"Os05g0423500"	1
"Os05g0424000"	"Os05g0424000"	1
"Os05g0424300"	"Os05g0424300"	1
"Os05g0424700"	"Os05g0424700"	1
"Os05g0424800"	"Os05g0424800"	1
"Os05g0424900"	"Os05g0425000"	2
"Os05g0425600"	"Os05g0425600"	1
"Os05g0425700"	"Os05g0425700"	1
"Os05g0426000"	"Os05g0426000"	1
"Os05g0426200"	"Os05g0426200"	1
"Os05g0426300"	"Os05g0426300"	1
"Os05g0426400"	"Os05g0426350"	2
"Os05g0426800"	NA	3
"Os05g0426900"	"Os05g0426900"	1
"Os05g0427100"	"Os05g0427100"	1
"Os05g0427200"	"Os05g0427200"	1
"Os05g0427300"	"Os05g0427300"	1
"Os05g0427400"	NA	3
"Os05g0427800"	NA	3
"Os05g0427900"	"Os05g0427900"	1
"Os05g0428000"	NA	3
"Os05g0428300"	NA	3
"Os05g0428400"	"Os05g0428400"	1
"Os05g0428600"	"Os05g0428600"	1
"Os05g0428700"	"Os05g0428700"	1
"Os05g0429000"	"Os05g0429000"	1
"Os05g0429100"	"Os05g0429100"	1
"Os05g0429400"	"Os05g0429400"	1
"Os05g0429500"	"Os05g0429500"	1
"Os05g0429600"	"Os05g0429500"	2
"Os05g0429700"	"Os05g0429700"	1
"Os05g0429900"	"Os05g0429900"	1
"Os05g0430200"	"Os05g0430200"	1
"Os05g0430300"	"Os05g0430300"	1
"Os05g0430400"	"Os05g0430400"	1
"Os05g0430700"	"Os05g0430700"	1
"Os05g0430800"	"Os05g0430800"	1
"Os05g0430900"	"Os05g0430900"	1
"Os05g0431000"	NA	3
"Os05g0431600"	"Os06g0108900"	2
"Os05g0431700"	"Os05g0431700"	1
"Os05g0431900"	NA	3
"Os05g0432200"	"Os05g0432200"	1
"Os05g0432400"	"Os05g0432400"	1
"Os05g0432500"	"Os05g0432500"	1
"Os05g0432600"	"Os05g0432600"	1
"Os05g0432700"	"Os05g0432700"	1
"Os05g0433100"	NA	3
"Os05g0433200"	NA	3
"Os05g0433400"	"Os05g0433400"	1
"Os05g0433800"	NA	3
"Os05g0434100"	NA	3
"Os05g0434500"	"Os12g0107033"	2
"Os05g0434800"	NA	3
"Os05g0435100"	"Os05g0435100"	1
"Os05g0435300"	"Os05g0435300"	1
"Os05g0435400"	"Os05g0435400"	1
"Os05g0435500"	"Os05g0435500"	1
"Os05g0435700"	"Os05g0435700"	1
"Os05g0435800"	"Os05g0435800"	1
"Os05g0436000"	NA	3
"Os05g0436100"	NA	3
"Os05g0436400"	"Os05g0436400"	1
"Os05g0436600"	"Os06g0108900"	2
"Os05g0436900"	"Os05g0436950"	2
"Os05g0437100"	"Os05g0437100"	1
"Os05g0437200"	"Os05g0437200"	1
"Os05g0437300"	"Os05g0437300"	1
"Os05g0437500"	"Os05g0437500"	1
"Os05g0437700"	"Os05g0437700"	1
"Os05g0437800"	"Os05g0437800"	1
"Os05g0437900"	"Os05g0437900"	1
"Os05g0438100"	NA	3
"Os05g0438300"	"Os05g0438201"	2
"Os05g0438500"	"Os05g0438500"	1
"Os05g0438600"	"Os05g0438600"	1
"Os05g0438700"	"Os05g0438700"	1
"Os05g0438800"	"Os05g0438800"	1
"Os05g0439000"	"Os05g0439000"	1
"Os05g0439100"	"Os05g0439100"	1
"Os05g0439200"	"Os05g0439200"	1
"Os05g0439300"	"Os05g0439300"	1
"Os05g0439400"	"Os05g0439400"	1
"Os05g0440000"	"Os05g0440000"	1
"Os05g0440100"	"Os05g0440100"	1
"Os05g0440300"	"Os05g0440300"	1
"Os05g0440400"	NA	3
"Os05g0440500"	NA	3
"Os05g0440800"	"Os05g0440800"	1
"Os05g0441400"	"Os05g0441400"	1
"Os05g0441500"	"Os05g0441500"	1
"Os05g0442000"	"Os05g0442000"	1
"Os05g0442400"	"Os05g0442400"	1
"Os05g0442700"	"Os05g0442700"	1
"Os05g0443300"	"Os05g0443300"	1
"Os05g0443400"	"Os05g0443400"	1
"Os05g0443500"	"Os05g0443500"	1
"Os05g0443700"	"Os05g0443700"	1
"Os05g0443800"	"Os05g0443800"	1
"Os05g0443900"	"Os05g0443900"	1
"Os05g0444200"	"Os05g0444200"	1
"Os05g0444300"	"Os05g0444300"	1
"Os05g0445000"	"Os05g0445000"	1
"Os05g0445100"	"Os05g0445100"	1
"Os05g0445500"	"Os05g0445500"	1
"Os05g0445800"	"Os05g0445900"	2
"Os05g0445900"	"Os05g0445900"	1
"Os05g0446000"	"Os05g0445900"	2
"Os05g0446300"	"Os05g0446300"	1
"Os05g0446500"	"Os05g0446500"	1
"Os05g0446600"	"Os05g0446600"	1
"Os05g0446800"	"Os05g0446800"	1
"Os05g0446900"	"Os05g0446900"	1
"Os05g0447000"	"Os05g0447000"	1
"Os05g0447200"	"Os05g0447200"	1
"Os05g0447500"	NA	3
"Os05g0447700"	"Os05g0447700"	1
"Os05g0448300"	"Os05g0448300"	1
"Os05g0448700"	"Os05g0448700"	1
"Os05g0449100"	"Os05g0449100"	1
"Os05g0449200"	"Os05g0449200"	1
"Os05g0449500"	"Os05g0449500"	1
"Os05g0449600"	"Os05g0449600"	1
"Os05g0449900"	"Os05g0449900"	1
"Os05g0450300"	"Os05g0450300"	1
"Os05g0450600"	"Os05g0450600"	1
"Os05g0451100"	"Os05g0451100"	1
"Os05g0451200"	"Os05g0451200"	1
"Os05g0451300"	"Os05g0451300"	1
"Os05g0451900"	"Os05g0451900"	1
"Os05g0452500"	"Os05g0452500"	1
"Os05g0452600"	"Os05g0452600"	1
"Os05g0452700"	NA	3
"Os05g0452800"	"Os05g0452800"	1
"Os05g0452900"	"Os05g0452900"	1
"Os05g0453100"	"Os05g0453100"	1
"Os05g0453300"	"Os05g0453300"	1
"Os05g0453500"	"Os05g0453500"	1
"Os05g0453700"	"Os05g0453700"	1
"Os05g0453900"	NA	3
"Os05g0454200"	"Os05g0454200"	1
"Os05g0454400"	"Os05g0454400"	1
"Os05g0454500"	"Os05g0454500"	1
"Os05g0455200"	"Os05g0455200"	1
"Os05g0455400"	"Os05g0455400"	1
"Os05g0455500"	"Os05g0455500"	1
"Os05g0455600"	"Os05g0455600"	1
"Os05g0455700"	"Os05g0455700"	1
"Os05g0455800"	"Os05g0455800"	1
"Os05g0455900"	"Os05g0455900"	1
"Os05g0456000"	"Os05g0456000"	1
"Os05g0456100"	"Os05g0456100"	1
"Os05g0456200"	"Os05g0456100"	2
"Os05g0456300"	"Os05g0456300"	1
"Os05g0456500"	"Os05g0456500"	1
"Os05g0456700"	NA	3
"Os05g0456900"	"Os05g0456800"	2
"Os05g0457000"	"Os05g0457000"	1
"Os05g0457100"	"Os05g0457200"	2
"Os05g0457200"	NA	3
"Os05g0457300"	"Os05g0457401"	2
"Os05g0457400"	NA	3
"Os05g0457700"	"Os05g0457700"	1
"Os05g0457800"	"Os05g0457800"	1
"Os05g0458000"	"Os05g0458000"	1
"Os05g0458100"	"Os05g0458100"	1
"Os05g0458200"	"Os05g0458200"	1
"Os05g0458300"	"Os05g0458300"	1
"Os05g0458400"	"Os05g0458400"	1
"Os05g0458500"	NA	3
"Os05g0458600"	"Os05g0458600"	1
"Os05g0459000"	"Os05g0459000"	1
"Os05g0459300"	"Os05g0459300"	1
"Os05g0459400"	"Os05g0459400"	1
"Os05g0459600"	NA	3
"Os05g0459700"	"Os05g0459700"	1
"Os05g0459900"	"Os05g0459900"	1
"Os05g0460000"	NA	3
"Os05g0460200"	"Os05g0460200"	1
"Os05g0460500"	NA	3
"Os05g0460600"	"Os05g0460600"	1
"Os05g0460700"	"Os05g0460700"	1
"Os05g0460800"	"Os05g0460800"	1
"Os05g0461000"	"Os05g0461000"	1
"Os05g0461300"	"Os05g0461300"	1
"Os05g0461400"	"Os05g0461400"	1
"Os05g0461600"	"Os05g0461600"	1
"Os05g0461900"	"Os05g0461900"	1
"Os05g0462000"	NA	3
"Os05g0462400"	"Os05g0462400"	1
"Os05g0462500"	"Os05g0462500"	1
"Os05g0462600"	"Os05g0462600"	1
"Os05g0462700"	"Os05g0462700"	1
"Os05g0462800"	NA	3
"Os05g0463000"	"Os05g0463000"	1
"Os05g0463100"	"Os05g0463100"	1
"Os05g0463300"	NA	3
"Os05g0463400"	"Os05g0463400"	1
"Os05g0463500"	"Os05g0463500"	1
"Os05g0463600"	"Os05g0463600"	1
"Os05g0463700"	"Os05g0463600"	2
"Os05g0463800"	"Os05g0463800"	1
"Os05g0463900"	"Os05g0463900"	1
"Os05g0464100"	"Os05g0464150"	2
"Os05g0464200"	NA	3
"Os05g0464300"	"Os05g0464300"	1
"Os05g0465000"	"Os05g0465000"	1
"Os05g0465100"	"Os05g0465100"	1
"Os05g0465400"	"Os05g0465400"	1
"Os05g0465800"	"Os05g0465800"	1
"Os05g0466000"	"Os05g0466000"	1
"Os05g0466100"	"Os05g0466100"	1
"Os05g0466200"	"Os05g0466200"	1
"Os05g0466600"	"Os05g0466600"	1
"Os05g0466700"	"Os05g0466700"	1
"Os05g0466800"	"Os05g0466800"	1
"Os05g0466900"	"Os05g0466900"	1
"Os05g0467000"	"Os05g0467000"	1
"Os05g0467300"	"Os05g0467300"	1
"Os05g0467400"	"Os05g0467400"	1
"Os05g0467600"	"Os05g0467600"	1
"Os05g0467700"	"Os05g0467700"	1
"Os05g0467800"	NA	3
"Os05g0468000"	"Os05g0468000"	1
"Os05g0468100"	"Os05g0468100"	1
"Os05g0468200"	"Os05g0468200"	1
"Os05g0468400"	"Os05g0468400"	1
"Os05g0468500"	"Os05g0468500"	1
"Os05g0468600"	"Os05g0468550"	2
"Os05g0468700"	"Os05g0468700"	1
"Os05g0468800"	"Os05g0468800"	1
"Os05g0468900"	"Os05g0468900"	1
"Os05g0469600"	"Os05g0469600"	1
"Os05g0469700"	"Os05g0469812"	2
"Os05g0469800"	"Os05g0469800"	1
"Os05g0469900"	"Os05g0469900"	1
"Os05g0470000"	"Os05g0470000"	1
"Os05g0470100"	NA	3
"Os05g0470600"	"Os05g0470600"	1
"Os05g0470700"	"Os05g0470700"	1
"Os05g0470800"	"Os05g0470800"	1
"Os05g0470900"	"Os05g0471000"	2
"Os05g0471000"	"Os05g0471000"	1
"Os05g0471800"	NA	3
"Os05g0472200"	"Os05g0472200"	1
"Os05g0472300"	"Os05g0472300"	1
"Os05g0472400"	NA	3
"Os05g0472500"	NA	3
"Os05g0472600"	"Os05g0472400"	2
"Os05g0472700"	"Os05g0472700"	1
"Os05g0473000"	"Os05g0473000"	1
"Os05g0473300"	"Os05g0473300"	1
"Os05g0473400"	"Os05g0473401"	2
"Os05g0473500"	"Os05g0473500"	1
"Os05g0473600"	"Os07g0137500"	2
"Os05g0473900"	"Os05g0473900"	1
"Os05g0474400"	"Os05g0474400"	1
"Os05g0474500"	"Os05g0474500"	1
"Os05g0474600"	"Os05g0474600"	1
"Os05g0474700"	"Os05g0474700"	1
"Os05g0474800"	"Os05g0474800"	1
"Os05g0474900"	"Os05g0474900"	1
"Os05g0475300"	"Os05g0475300"	1
"Os05g0475400"	"Os05g0475400"	1
"Os05g0475500"	NA	3
"Os05g0475700"	"Os05g0475700"	1
"Os05g0476000"	"Os05g0476000"	1
"Os05g0476100"	"Os05g0476100"	1
"Os05g0476200"	"Os05g0476200"	1
"Os05g0476400"	"Os05g0476400"	1
"Os05g0476700"	"Os05g0476700"	1
"Os05g0477100"	"Os05g0477100"	1
"Os05g0477200"	"Os05g0477200"	1
"Os05g0477300"	"Os05g0477300"	1
"Os05g0477500"	"Os05g0477500"	1
"Os05g0477600"	"Os05g0477600"	1
"Os05g0477800"	"Os05g0477800"	1
"Os05g0477900"	"Os05g0477900"	1
"Os05g0478000"	"Os05g0478000"	1
"Os05g0478200"	"Os05g0478200"	1
"Os05g0478300"	NA	3
"Os05g0478900"	"Os05g0479025"	2
"Os05g0479700"	NA	3
"Os05g0479800"	"Os05g0479800"	1
"Os05g0479900"	"Os05g0479900"	1
"Os05g0480000"	"Os05g0480000"	1
"Os05g0480200"	"Os05g0480000"	2
"Os05g0480300"	"Os05g0480000"	2
"Os05g0480400"	"Os05g0480400"	1
"Os05g0480500"	"Os05g0480500"	1
"Os05g0480600"	"Os05g0480600"	1
"Os05g0480700"	"Os05g0480700"	1
"Os05g0480800"	NA	3
"Os05g0481000"	"Os05g0481000"	1
"Os05g0481100"	"Os05g0481100"	1
"Os05g0481400"	"Os05g0481400"	1
"Os05g0481500"	"Os05g0481500"	1
"Os05g0481600"	"Os05g0481600"	1
"Os05g0481700"	NA	3
"Os05g0481800"	"Os05g0481800"	1
"Os05g0481900"	"Os05g0481900"	1
"Os05g0482400"	"Os05g0482400"	1
"Os05g0482600"	"Os05g0482600"	1
"Os05g0482700"	"Os05g0482700"	1
"Os05g0484000"	"Os05g0484000"	1
"Os05g0484700"	"Os05g0484700"	1
"Os05g0484800"	"Os05g0484800"	1
"Os05g0485000"	"Os05g0485000"	1
"Os05g0485300"	"Os05g0485300"	1
"Os05g0485500"	"Os05g0485500"	1
"Os05g0485700"	"Os05g0485800"	2
"Os05g0485800"	"Os05g0485800"	1
"Os05g0486100"	"Os05g0486100"	1
"Os05g0486200"	"Os05g0486200"	1
"Os05g0486300"	"Os05g0486300"	1
"Os05g0486600"	"Os05g0486600"	1
"Os05g0486700"	"Os05g0486700"	1
"Os05g0487300"	"Os05g0487300"	1
"Os05g0487600"	"Os05g0487600"	1
"Os05g0488000"	"Os05g0488000"	1
"Os05g0488100"	"Os05g0488100"	1
"Os05g0488500"	"Os05g0488500"	1
"Os05g0488600"	"Os05g0488600"	1
"Os05g0488800"	"Os05g0488800"	1
"Os05g0488900"	"Os05g0488900"	1
"Os05g0489000"	"Os05g0489000"	1
"Os05g0489100"	"Os05g0489100"	1
"Os05g0489200"	"Os05g0489200"	1
"Os05g0489500"	"Os05g0489500"	1
"Os05g0489600"	"Os05g0489600"	1
"Os05g0489700"	"Os05g0489700"	1
"Os05g0489800"	"Os05g0489800"	1
"Os05g0489900"	"Os05g0489900"	1
"Os05g0490000"	"Os05g0490000"	1
"Os05g0490100"	"Os05g0490100"	1
"Os05g0490200"	"Os05g0490200"	1
"Os05g0490300"	"Os05g0490300"	1
"Os05g0490400"	"Os05g0490400"	1
"Os05g0490500"	"Os05g0490500"	1
"Os05g0490600"	"Os05g0490600"	1
"Os05g0490700"	"Os05g0490700"	1
"Os05g0490800"	"Os05g0490800"	1
"Os05g0490900"	"Os05g0490900"	1
"Os05g0491000"	"Os05g0491000"	1
"Os05g0491100"	"Os05g0491100"	1
"Os05g0491200"	"Os05g0491200"	1
"Os05g0491400"	"Os05g0491400"	1
"Os05g0491500"	"Os05g0491500"	1
"Os05g0491700"	"Os05g0491700"	1
"Os05g0491900"	NA	3
"Os05g0492100"	"Os05g0492100"	1
"Os05g0492200"	"Os05g0492200"	1
"Os05g0492500"	"Os05g0492500"	1
"Os05g0492600"	"Os05g0492600"	1
"Os05g0493100"	"Os05g0493100"	1
"Os05g0493400"	"Os05g0493400"	1
"Os05g0493500"	NA	3
"Os05g0493600"	"Os05g0493600"	1
"Os05g0493800"	"Os05g0493800"	1
"Os05g0494000"	"Os05g0494000"	1
"Os05g0494100"	"Os05g0494100"	1
"Os05g0494200"	"Os05g0494200"	1
"Os05g0494500"	"Os05g0494500"	1
"Os05g0494600"	"Os05g0494600"	1
"Os05g0494700"	"Os05g0494700"	1
"Os05g0494800"	"Os05g0494800"	1
"Os05g0494900"	"Os05g0495000"	2
"Os05g0495100"	"Os05g0495100"	1
"Os05g0495200"	"Os05g0495200"	1
"Os05g0495300"	"Os05g0495300"	1
"Os05g0495400"	"Os05g0495300"	2
"Os05g0495500"	"Os09g0363200"	2
"Os05g0495600"	"Os05g0495600"	1
"Os05g0495700"	"Os05g0495700"	1
"Os05g0495900"	"Os05g0495900"	1
"Os05g0496000"	"Os05g0496000"	1
"Os05g0496100"	NA	3
"Os05g0496200"	NA	3
"Os05g0496400"	"Os05g0496400"	1
"Os05g0496500"	"Os05g0496500"	1
"Os05g0497100"	"Os05g0497150"	2
"Os05g0497200"	"Os05g0497200"	1
"Os05g0497300"	"Os05g0497300"	1
"Os05g0497500"	"Os05g0497500"	1
"Os05g0497600"	"Os05g0497675"	2
"Os05g0497700"	"Os05g0497700"	1
"Os05g0497800"	NA	3
"Os05g0498200"	"Os05g0498200"	1
"Os05g0498300"	"Os05g0498300"	1
"Os05g0498400"	"Os05g0498400"	1
"Os05g0498500"	"Os05g0498500"	1
"Os05g0498700"	"Os05g0498700"	1
"Os05g0498800"	"Os05g0498800"	1
"Os05g0498900"	"Os05g0498900"	1
"Os05g0499100"	"Os05g0499100"	1
"Os05g0499300"	"Os05g0499300"	1
"Os05g0499400"	"Os05g0499400"	1
"Os05g0499500"	"Os05g0499500"	1
"Os05g0499600"	"Os05g0499600"	1
"Os05g0499800"	"Os05g0499800"	1
"Os05g0500000"	"Os05g0500101"	2
"Os05g0500100"	"Os05g0500200"	2
"Os05g0500200"	"Os05g0500200"	1
"Os05g0500400"	"Os05g0500400"	1
"Os05g0500500"	"Os05g0500500"	1
"Os05g0500600"	"Os05g0500600"	1
"Os05g0500700"	NA	3
"Os05g0500900"	"Os05g0500900"	1
"Os05g0501200"	"Os05g0501200"	1
"Os05g0501300"	"Os05g0501300"	1
"Os05g0501400"	"Os05g0501400"	1
"Os05g0501600"	"Os05g0501600"	1
"Os05g0501700"	"Os05g0501700"	1
"Os05g0502000"	NA	3
"Os05g0502200"	"Os05g0502200"	1
"Os05g0502500"	"Os05g0502500"	1
"Os05g0502800"	"Os05g0502800"	1
"Os05g0503000"	"Os05g0503000"	1
"Os05g0503300"	"Os05g0503300"	1
"Os05g0503500"	"Os05g0503500"	1
"Os05g0505800"	NA	3
"Os05g0505900"	"Os05g0505900"	1
"Os05g0506000"	"Os05g0506000"	1
"Os05g0506100"	NA	3
"Os05g0506200"	"Os05g0506200"	1
"Os05g0506300"	"Os05g0506300"	1
"Os05g0506400"	"Os05g0506400"	1
"Os05g0506500"	"Os05g0506500"	1
"Os05g0506600"	"Os05g0506600"	1
"Os05g0506700"	NA	3
"Os05g0506800"	"Os05g0506800"	1
"Os05g0506900"	"Os05g0506900"	1
"Os05g0507000"	"Os05g0507000"	1
"Os05g0507200"	NA	3
"Os05g0507300"	"Os05g0507300"	1
"Os05g0507400"	"Os05g0507400"	1
